product_name,product_url_image,product_price,product_discount_price,product_stock,product_volume,product_weight
Chacha Kuaci 100gr,https://storage.googleapis.com/indo-astro/Chacha_Kuaci_100gr_1649317453169_PRODUCT_240x240.png,13200,,5,1000,100
Garuda Pilus Mi Goreng 80+16gr,https://storage.googleapis.com/indo-astro/Garuda_Pilus_Mi_Goreng_80+16gr_1649235081271_PRODUCT_240x240.png,5900,,6,1000,96
Garuda Pilus Premium Pedas 80+16gr,https://storage.googleapis.com/indo-astro/Garuda_Pilus_Premium_Pedas_80+16gr_1649235060110_PRODUCT_240x240.png,5900,,4,1000,96
Francis Organic Roasted Sunflower Seeds 100gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Sunflower_Seeds_100gr_PRODUCT_240x240.png,20000,,5,1000,100
Francis Organic Roasted Sliced Almonds 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Sliced_Almonds_85gr_1654593652553_PRODUCT_240x240.png,35400,,7,1000,85
Francis Organic Roasted Almonds 100gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Almonds_100gr_PRODUCT_1643343352922_240x240.png,43400,,2,1000,100
Rebo Kuaci Original Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Original_Flavor_150gr_240x240.png,15200,,7,1000,150
Rebo Kuaci Milk Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Milk_Flavor_150gr_240x240.png,15200,,5,1000,150
Rebo Kuaci Greentea Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Greentea_Flavor_150gr_240x240.png,15200,,4,1000,150
Mr P Original Garlic Peanuts 80gr/Kacang,https://storage.googleapis.com/indo-astro/Mr_P_Original_Garlic_Peanuts_80gr_Kacang_240x240.png,15800,,1,800,100
Oven Roasted Kacang Mede Jumbo 500gr,https://storage.googleapis.com/indo-astro/Oven_Roasted_Kacang_Mede_Jumbo_-_500gr_240x240.png,90100,,13,672,500
Oven Roasted Walnuts 500gr,https://storage.googleapis.com/indo-astro/Oven_Roasted_Walnuts_-_500gr_240x240.png,117200,,14,756,500
Greenara Raw Almond 500gr,https://storage.googleapis.com/indo-astro/Greenara_Raw_Almond_500gr_1650519671488_PRODUCT_240x240.png,82400,,6,432,500
Roasted Pumpkin Seed 200gr,https://storage.googleapis.com/indo-astro/Roasted_Pumpkin_Seed_-_200gr_240x240.png,50900,,1,440,210
White Sesame Seeds 200gr,https://storage.googleapis.com/indo-astro/White_Sesame_Seeds_-_200gr_240x240.png,61500,,5,440,215
Garuda Kacang Telur 110gr,https://storage.googleapis.com/indo-astro/Garuda_Kacang_Telur_110gr_1660032446004_PRODUCT_240x240.png,9900,,2,350,110
Greenara White Sesame Seeds 250gr,https://storage.googleapis.com/indo-astro/Greenara_White_Sesame_Seeds_250gr_1649402904613_PRODUCT_240x240.png,23000,,3,1000,250
Greenara Kacang Tanah Kupas Mentah 500gr,https://storage.googleapis.com/indo-astro/Greenara_Kacang_Tanah_Kupas_Mentah_500gr_1654155306035_PRODUCT_240x240.png,23900,,3,1000,500
Francis Organic Dried Cranberries 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Dried_Cranberries_85gr_1649387232608_PRODUCT_240x240.png,30000,,17,1000,85
Francis Organic Roasted Pumpkin Seeds 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Pumpkin_Seeds_85gr_1660040242092_PRODUCT_240x240.png,24900,,9,1000,85
Murgerbon Honey Butter Almond 30gr,https://storage.googleapis.com/indo-astro/Murgerbon_Honey_Butter_Almond_30gr_1649129045352_PRODUCT_240x240.png,27000,,5,1000,30
Chacha Kuaci 100gr,https://storage.googleapis.com/indo-astro/Chacha_Kuaci_100gr_1649317453169_PRODUCT_240x240.png,13200,,5,1000,100
Garuda Pilus Mi Goreng 80+16gr,https://storage.googleapis.com/indo-astro/Garuda_Pilus_Mi_Goreng_80+16gr_1649235081271_PRODUCT_240x240.png,5900,,6,1000,96
Garuda Pilus Premium Pedas 80+16gr,https://storage.googleapis.com/indo-astro/Garuda_Pilus_Premium_Pedas_80+16gr_1649235060110_PRODUCT_240x240.png,5900,,4,1000,96
Francis Organic Roasted Sunflower Seeds 100gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Sunflower_Seeds_100gr_PRODUCT_240x240.png,20000,,5,1000,100
Francis Organic Roasted Sliced Almonds 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Sliced_Almonds_85gr_1654593652553_PRODUCT_240x240.png,35400,,7,1000,85
Francis Organic Roasted Almonds 100gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Almonds_100gr_PRODUCT_1643343352922_240x240.png,43400,,2,1000,100
Rebo Kuaci Original Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Original_Flavor_150gr_240x240.png,15200,,7,1000,150
Rebo Kuaci Milk Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Milk_Flavor_150gr_240x240.png,15200,,5,1000,150
Rebo Kuaci Greentea Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Greentea_Flavor_150gr_240x240.png,15200,,4,1000,150
Rebo Kuaci Caramel Flavor 150gr,https://storage.googleapis.com/indo-astro/Rebo_Kuaci_Caramel_Flavor_150gr_240x240.png,15200,,11,1000,150
Dua Kelinci Kacang Shanghai Original 220gr,https://storage.googleapis.com/indo-astro/Dua_Kelinci_Kacang_Shanghai_Original_220gr_240x240.png,18600,,3,702,220
Dua Kelinci Garlic Nut 75gr/Kacang,https://storage.googleapis.com/indo-astro/Dua_Kelinci_Garlic_Nut_75gr_Kacang_240x240.png,9400,,0,532,100
Dua Kelinci Sukro ORI 70gr/Kacang,https://storage.googleapis.com/indo-astro/Dua_Kelinci_Sukro_ORI_70gr_Kacang_240x240.png,5400,,0,532,100
Orihiro Grape Konyaku Jelly isi 6pcs,https://storage.googleapis.com/indo-astro/Orihiro_Grape_Konyaku_Jelly_isi_6pcs_1656510392929_PRODUCT_240x240.png,33500,,1,600,120
Inaco Mini Jelly isi 5pcs,https://storage.googleapis.com/indo-astro/Inaco_Mini_Jelly_isi_5pcs_1652849275827_PRODUCT_240x240.png,3000,,1,1000,75
Inaco Mini Jelly isi 25pcs,https://storage.googleapis.com/indo-astro/Inaco_Mini_Jelly_isi_25pcs_1652849432217_PRODUCT_240x240.png,12800,,0,1000,375
All Coco - Juicy Pudding Original 145gr,https://storage.googleapis.com/indo-astro/All_Coco_-_Juicy_Pudding_Original_145gr_PRODUCT_1645433913452_240x240.png,26300,,0,1000,145
Keripik Singkong Balado Padang Christine Hakim 500gr,https://storage.googleapis.com/indo-astro/Keripik_Singkong_Balado_Padang_Christine_Hakim_-_500gr_240x240.png,50800,,3,2838,575
Kartika Toast Bagelen Cheese 195gr,https://storage.googleapis.com/indo-astro/Kartika_Toast_Bagelen_Cheese_195gr_240x240.png,53500,,6,1000,195
Kata Oma Gula Aren Telur Gabus 63gr,https://storage.googleapis.com/indo-astro/Kata_Oma_Gula_Aren_Telur_Gabus_63gr_PRODUCT_1645200067641_240x240.png,12400,,9,1638,65
Kata Oma Telor Asin Telur Gabus 63gr,https://storage.googleapis.com/indo-astro/Kata_Oma_Telor_Asin_Telur_Gabus_-_63gr_240x240.png,17500,,5,1144,65
Marpy Martabak Crispy Rasa Vanilla 75gr,https://storage.googleapis.com/indo-astro/Marpy_Martabak_Crispy_Rasa_Vanilla_75gr_240x240.png,17800,,3,1000,75
Granova Homemade Granola Chocolate Cranberry 100gr,https://storage.googleapis.com/indo-astro/Granova_Homemade_Granola_Chocolate_Cranberry_100gr_1656565872303_PRODUCT_240x240.png,22500,,5,600,100
Granova Homemade Granola Banana Nut 100gr,https://storage.googleapis.com/indo-astro/Granova_Homemade_Granola_Banana_Nut_100gr_1656565889098_PRODUCT_240x240.png,22500,,3,600,100
Granova Homemade Granola Chocolate Cranberry 270gr,https://storage.googleapis.com/indo-astro/Granova_Homemade_Granola_Chocolate_Cranberry_270gr_1656565912112_PRODUCT_240x240.png,59500,,3,600,270
Makaroni Ngehe Keju Pedas Lvl 5 230gr Toples - Kering,https://storage.googleapis.com/indo-astro/Makaroni_Ngehe_Keju_Pedas_Lvl_5_230gr_Toples_-_Kering_PRODUCT_1645352071607_240x240.png,28300,,5,1000,100
Makaroni Ngehe Balado Pedas Lvl 5 230gr Toples - Kering ,https://storage.googleapis.com/indo-astro/Makaroni_Ngehe_Balado_Pedas_Lvl_5_230gr_Toples_-_Kering__PRODUCT_1645352095195_240x240.png,28300,,9,1000,100
Makaroni Ngehe Asin Pedas Lvl 5 230gr Toples - Kering,https://storage.googleapis.com/indo-astro/Makaroni_Ngehe_Asin_Pedas_Lvl_5_230gr_Toples_-_Kering__PRODUCT_1645352101603_240x240.png,28300,,3,1000,100
Kartika Toast Soes Cream Cheese 100gr,https://storage.googleapis.com/indo-astro/Kartika_Toast_Soes_Cream_Cheese_100gr_1652242550286_PRODUCT_240x240.png,20200,,5,1000,100
Kartika Toast Bagelen Butter 180gr,https://storage.googleapis.com/indo-astro/Kartika_Toast_Bagelen_Butter_180gr_240x240.png,43600,,3,1000,180
Kartika Toast Almond Bites 43gr,https://storage.googleapis.com/indo-astro/Kartika_Toast_Almond_Bites_43gr_1655799939034_PRODUCT_240x240.png,15200,,3,1000,43
Kata Oma Keju Telur Gabus 63gr,https://storage.googleapis.com/indo-astro/Kata_Oma_Keju_Telur_Gabus_-_63gr_240x240.png,12400,,0,1638,65
Kacang Kapri Tari Bali 300gr,https://storage.googleapis.com/indo-astro/Kacang_Kapri_Tari_Bali_-_250gr_240x240.png,28300,,0,1638,315
Loves Semprong Choco Cheese 240gr,https://storage.googleapis.com/indo-astro/Loves_Semprong_Choco_Cheese_240gr_1649297831546_PRODUCT_240x240.png,48000,,0,1000,240
Tem.peh Keripik Tempe Original 250gr,https://storage.googleapis.com/indo-astro/Tem.peh_Keripik_Tempe_Original_250gr_PRODUCT_1645166564576_240x240.png,40000,,0,3630,250
